season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372393,2026-03-13,2026-03-13 15:30:00+00:00,conference_tournaments,Saint Louis,George Washington,-7.0,4.45,AWAY,0.575,0.051,0.511,0.407,-0.104,False,persistent,-6.673,6.673,5,29,True,below internal threshold,below internal threshold,False,False
2026,372394,2026-03-13,2026-03-13 16:00:00+00:00,conference_tournaments,Michigan,Ohio State,-12.0,5.479,AWAY,0.681,0.157,0.542,0.4,-0.142,False,persistent,-7.992,7.992,5,31,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372395,2026-03-13,2026-03-13 16:30:00+00:00,conference_tournaments,Louisiana Tech,Missouri State,1.0,-1.807,AWAY,0.526,0.003,0.506,0.504,-0.002,False,none,1.122,1.122,0,0,True,below internal threshold,below internal threshold,False,False
2026,372396,2026-03-13,2026-03-13 17:00:00+00:00,conference_tournaments,Florida,Kentucky,-10.0,4.312,AWAY,0.652,0.128,0.535,0.367,-0.168,False,persistent,-9.673,9.673,6,31,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372397,2026-03-13,2026-03-13 17:00:00+00:00,conference_tournaments,UAB,Charlotte,-5.0,4.66,AWAY,0.509,-0.015,0.492,0.396,-0.096,False,none,-5.546,5.546,0,0,True,below internal threshold,below internal threshold,False,False
2026,372398,2026-03-13,2026-03-13 18:00:00+00:00,conference_tournaments,Alabama A&M,Prairie View A&M,-1.5,1.321,AWAY,0.506,-0.018,0.495,0.593,0.098,True,persistent,4.803,4.803,6,28,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372399,2026-03-13,2026-03-13 18:20:00+00:00,conference_tournaments,Dayton,St. Bonaventure,-5.0,4.483,AWAY,0.516,-0.008,0.496,0.38,-0.116,False,none,-6.559,6.559,0,0,True,below internal threshold,below internal threshold,False,False
2026,372400,2026-03-13,2026-03-13 18:30:00+00:00,conference_tournaments,Illinois,Wisconsin,-7.0,3.964,AWAY,0.585,0.061,0.514,0.385,-0.129,False,persistent,-8.02,8.02,5,30,True,below internal threshold,below internal threshold,False,False
2026,372401,2026-03-13,2026-03-13 19:15:00+00:00,conference_tournaments,Sam Houston,Kennesaw State,-2.0,2.647,HOME,0.522,-0.002,0.505,0.609,0.104,True,persistent,6.419,6.419,6,28,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372403,2026-03-13,2026-03-13 19:30:00+00:00,conference_tournaments,Tulsa,North Texas,-8.0,6.178,AWAY,0.558,0.034,0.507,0.297,-0.21,False,none,-11.521,11.521,0,0,True,below internal threshold,below internal threshold,False,False
