season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,215099,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Charleston Southern,Winthrop,7.75,-0.593,HOME,0.758,0.234,0.535,0.394,-0.141,False,none,-6.147,6.147,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211894,2026-02-26,2026-02-26 16:00:00+00:00,feb15_plus,Hampton,Charleston,5.5,2.664,HOME,0.747,0.223,0.543,0.428,-0.115,False,persistent,-5.187,5.187,5,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211915,2026-02-26,2026-02-27 01:30:00+00:00,feb15_plus,SIU Edwardsville,Western Illinois,-14.0,6.334,AWAY,0.738,0.214,0.539,0.249,-0.29,False,persistent,-13.899,13.899,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211911,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,North Florida,Florida Gulf Coast,6.75,0.125,HOME,0.727,0.203,0.533,0.396,-0.137,False,persistent,-5.891,5.891,6,21,False,raw edge only / filtered out,raw-edge watchlist only
2026,211900,2026-02-26,2026-02-27 01:00:00+00:00,feb15_plus,Samford,VMI,-16.75,11.758,AWAY,0.706,0.183,0.519,0.213,-0.306,False,persistent,-15.24,15.24,5,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211928,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Central Connecticut,Mercyhurst,-3.75,-1.515,AWAY,0.675,0.152,0.52,0.575,0.055,False,persistent,3.423,3.423,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,211884,2026-02-26,2026-02-27 01:00:00+00:00,feb15_plus,Kansas City,South Dakota State,12.5,-8.065,HOME,0.665,0.142,0.515,0.195,-0.32,False,persistent,-17.484,17.484,4,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211891,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Vermont,UMass Lowell,-9.5,5.614,AWAY,0.657,0.133,0.511,0.389,-0.122,False,persistent,-5.792,5.792,5,24,False,raw edge only / filtered out,raw-edge watchlist only
2026,215101,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Gardner-Webb,UNC Asheville,12.5,-6.832,HOME,0.655,0.131,0.522,0.173,-0.349,False,persistent,-19.076,19.076,5,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211897,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,UNC Wilmington,North Carolina A&T,-13.5,10.496,AWAY,0.633,0.109,0.505,0.295,-0.21,False,persistent,-11.596,11.596,5,23,False,raw edge only / filtered out,raw-edge watchlist only
2026,211914,2026-02-26,2026-02-27 01:30:00+00:00,feb15_plus,UT Martin,Tennessee Tech,-7.5,2.96,AWAY,0.615,0.091,0.512,0.43,-0.082,False,persistent,-4.093,4.093,6,15,False,raw edge only / filtered out,raw-edge watchlist only
2026,211920,2026-02-26,2026-02-27 01:00:00+00:00,feb15_plus,Utah Valley,Tarleton State,-17.25,14.167,AWAY,0.613,0.089,0.505,0.284,-0.221,False,none,-12.027,12.027,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211895,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Drexel,Campbell,-1.25,4.162,HOME,0.611,0.087,0.51,0.555,0.045,False,none,4.462,4.462,1,1,False,raw edge only / filtered out,raw-edge watchlist only
2026,215102,2026-02-26,2026-02-27 00:00:00+00:00,feb15_plus,Presbyterian,High Point,12.0,-8.673,HOME,0.609,0.086,0.505,0.172,-0.334,False,persistent,-20.637,20.637,5,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211882,2026-02-26,2026-02-27 01:00:00+00:00,feb15_plus,Oral Roberts,Denver,2.5,-0.039,HOME,0.608,0.084,0.502,0.34,-0.162,False,persistent,-7.67,7.67,5,25,False,raw edge only / filtered out,raw-edge watchlist only
