season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372146,2026-02-24,2026-02-24 23:00:00+00:00,feb15_plus,New Haven,St. Francis (PA),-7.25,5.82,AWAY,0.567,0.043,0.495,0.423,-0.073,False,persistent,-3.398,3.398,7,25,False,below internal threshold,below internal threshold,False,False
2026,215070,2026-02-24,2026-02-24 23:30:00+00:00,feb15_plus,Rutgers,Washington,4.5,-4.793,AWAY,0.511,-0.013,0.491,0.635,0.144,True,persistent,9.483,9.483,5,19,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,211854,2026-02-24,2026-02-24 23:30:00+00:00,feb15_plus,Eastern Michigan,Miami (OH),8.5,-6.644,HOME,0.551,0.028,0.491,0.274,-0.218,False,persistent,-13.007,13.007,6,12,False,below internal threshold,below internal threshold,False,False
2026,358959,2026-02-24,2026-02-24 23:30:00+00:00,feb15_plus,La Salle,George Washington,8.25,-6.706,HOME,0.552,0.028,0.492,0.257,-0.235,False,persistent,-13.229,13.229,4,0,False,below internal threshold,below internal threshold,False,False
2026,215077,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,Georgetown,Marquette,-2.5,4.749,HOME,0.567,0.043,0.502,0.521,0.019,False,none,2.647,2.647,0,0,False,below internal threshold,below internal threshold,False,False
2026,215082,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,Boston College,Wake Forest,3.75,-3.701,HOME,0.502,-0.022,0.482,0.357,-0.126,False,none,-7.362,7.362,1,1,False,below internal threshold,below internal threshold,False,False
2026,211855,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,Ball State,Massachusetts,4.5,1.486,HOME,0.725,0.201,0.526,0.353,-0.173,False,persistent,-7.6,7.6,6,23,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215063,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,Texas Tech,Cincinnati,-6.75,10.082,HOME,0.624,0.1,0.513,0.652,0.139,False,persistent,9.98,9.98,5,26,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,215083,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,Virginia,NC State,-5.75,9.188,HOME,0.638,0.114,0.514,0.671,0.157,False,persistent,11.432,11.432,6,23,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,211865,2026-02-24,2026-02-25 00:00:00+00:00,feb15_plus,South Carolina,Kentucky,7.5,0.971,HOME,0.758,0.234,0.545,0.465,-0.08,False,persistent,-3.922,3.922,5,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
