season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,359000,2026-02-28,2026-03-01 01:00:00+00:00,feb15_plus,Saint Louis,Duquesne,-14.0,14.664,HOME,0.526,0.002,0.494,0.786,0.292,True,persistent,21.088,21.088,5,26,False,disagreement-led persistent,decision-useful internal candidate
2026,211948,2026-02-28,2026-03-01 02:00:00+00:00,feb15_plus,St. Thomas-Minnesota,Omaha,-11.5,11.928,HOME,0.518,-0.006,0.494,0.729,0.235,True,persistent,16.167,16.167,5,23,False,disagreement-led persistent,decision-useful internal candidate
2026,211995,2026-02-28,2026-02-28 18:00:00+00:00,feb15_plus,Mississippi State,Missouri,1.25,-1.931,AWAY,0.519,-0.004,0.489,0.729,0.24,True,persistent,16.261,16.261,6,27,False,disagreement-led persistent,decision-useful internal candidate
2026,358987,2026-02-28,2026-02-28 17:30:00+00:00,feb15_plus,VCU,Fordham,-12.75,14.514,HOME,0.562,0.038,0.501,0.706,0.206,True,persistent,14.278,14.278,4,27,False,disagreement-led persistent,decision-useful internal candidate
2026,358993,2026-02-28,2026-02-28 21:00:00+00:00,feb15_plus,Loyola Chicago,Richmond,2.5,-2.857,AWAY,0.508,-0.016,0.481,0.694,0.214,True,none,15.198,15.198,0,0,False,disagreement-led support,decision-useful internal candidate
2026,212007,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,UT Martin,Tennessee State,-2.5,-0.48,AWAY,0.6,0.077,0.503,0.688,0.185,True,persistent,12.436,12.436,2,2,False,disagreement-led persistent,decision-useful internal candidate
2026,212017,2026-02-28,2026-02-28 22:30:00+00:00,feb15_plus,Sam Houston,Missouri State,-6.75,9.274,HOME,0.59,0.066,0.506,0.676,0.169,True,persistent,11.908,11.908,5,24,False,disagreement-led persistent,decision-useful internal candidate
2026,212015,2026-02-28,2026-02-28 22:00:00+00:00,feb15_plus,Kennesaw State,Delaware,-11.75,11.801,HOME,0.502,-0.022,0.491,0.66,0.169,True,none,11.872,11.872,0,0,False,disagreement-led support,decision-useful internal candidate
2026,211967,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,UAlbany,New Hampshire,-3.5,5.161,HOME,0.561,0.037,0.5,0.652,0.152,True,persistent,10.872,10.872,5,25,False,disagreement-led persistent,decision-useful internal candidate
2026,215112,2026-02-28,2026-03-01 01:00:00+00:00,feb15_plus,UCF,Baylor,-2.5,2.937,HOME,0.521,-0.003,0.496,0.644,0.149,True,persistent,9.571,9.571,5,25,False,disagreement-led persistent,decision-useful internal candidate
2026,359002,2026-02-28,2026-03-01 03:00:00+00:00,feb15_plus,UNLV,Nevada,0.25,-1.765,AWAY,0.56,0.036,0.5,0.634,0.134,True,persistent,8.895,8.895,5,27,False,disagreement-led persistent,decision-useful internal candidate
2026,215125,2026-02-28,2026-02-28 21:00:00+00:00,feb15_plus,Winthrop,Presbyterian,-7.5,9.962,HOME,0.581,0.057,0.505,0.631,0.126,True,persistent,9.237,9.237,5,12,False,disagreement-led persistent,decision-useful internal candidate
2026,215137,2026-02-28,2026-03-01 01:30:00+00:00,feb15_plus,North Carolina,Virginia Tech,-6.75,8.632,HOME,0.562,0.038,0.501,0.63,0.13,True,persistent,8.485,8.485,6,27,False,disagreement-led persistent,decision-useful internal candidate
2026,211953,2026-02-28,2026-02-28 20:00:00+00:00,feb15_plus,Oakland,Detroit Mercy,-8.5,8.641,HOME,0.505,-0.019,0.489,0.627,0.138,True,persistent,9.004,9.004,5,18,False,disagreement-led persistent,decision-useful internal candidate
2026,211985,2026-02-28,2026-02-28 23:30:00+00:00,feb15_plus,Texas A&M-Corpus Christi,Northwestern State,-5.5,5.555,HOME,0.502,-0.022,0.489,0.614,0.125,True,persistent,8.108,8.108,6,16,False,disagreement-led persistent,decision-useful internal candidate
