season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,215139,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Georgia Tech,Florida State,6.0,0.332,HOME,0.736,0.212,0.529,0.454,-0.074,False,none,-2.745,2.745,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,215122,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,Minnesota,UCLA,1.5,3.393,HOME,0.718,0.195,0.518,0.479,-0.039,False,persistent,-1.756,1.756,5,17,False,raw edge only / filtered out,raw-edge watchlist only
2026,212023,2026-02-28,2026-02-28 23:00:00+00:00,feb15_plus,Columbia,Yale,6.25,0.533,HOME,0.715,0.191,0.532,0.304,-0.228,False,persistent,-12.171,12.171,5,20,False,raw edge only / filtered out,raw-edge watchlist only
2026,212006,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,Bellarmine,Austin Peay,5.5,-0.063,HOME,0.697,0.173,0.522,0.37,-0.152,False,persistent,-7.354,7.354,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,215141,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,Clemson,Louisville,2.5,2.173,HOME,0.686,0.162,0.517,0.467,-0.05,False,persistent,-2.965,2.965,5,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,358990,2026-02-28,2026-02-28 21:00:00+00:00,feb15_plus,Wyoming,Air Force,-21.5,15.901,AWAY,0.679,0.156,0.523,0.138,-0.385,False,persistent,-22.677,22.677,6,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,215147,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,South Carolina Upstate,Gardner-Webb,-12.75,8.474,AWAY,0.677,0.153,0.514,0.251,-0.263,False,persistent,-12.619,12.619,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,215151,2026-02-28,2026-03-01 01:00:00+00:00,feb15_plus,UC Riverside,Cal State Northridge,5.25,-0.785,HOME,0.674,0.151,0.515,0.444,-0.071,False,persistent,-3.305,3.305,6,12,False,raw edge only / filtered out,raw-edge watchlist only
2026,211952,2026-02-28,2026-02-28 18:00:00+00:00,feb15_plus,Robert Morris,Cleveland State,-12.75,8.35,AWAY,0.674,0.15,0.515,0.257,-0.258,False,persistent,-13.597,13.597,6,22,False,raw edge only / filtered out,raw-edge watchlist only
2026,212010,2026-02-28,2026-02-28 21:30:00+00:00,feb15_plus,Western Illinois,Lindenwood,11.5,-6.863,HOME,0.671,0.147,0.516,0.208,-0.308,False,persistent,-16.086,16.086,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,212001,2026-02-28,2026-02-28 19:00:00+00:00,feb15_plus,Central Arkansas,Queens University,-2.5,6.427,HOME,0.665,0.141,0.517,0.568,0.051,False,persistent,4.954,4.954,7,12,False,raw edge only / filtered out,raw-edge watchlist only
2026,212021,2026-02-28,2026-02-28 18:00:00+00:00,feb15_plus,Central Connecticut,St. Francis (PA),-8.5,4.611,AWAY,0.658,0.134,0.511,0.338,-0.173,False,persistent,-8.068,8.068,8,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,211987,2026-02-28,2026-02-28 23:00:00+00:00,feb15_plus,New Orleans,McNeese,10.25,-4.859,HOME,0.658,0.134,0.52,0.235,-0.285,False,none,-15.788,15.788,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,358992,2026-02-28,2026-02-28 21:00:00+00:00,feb15_plus,Morgan State,Howard,9.25,-4.528,HOME,0.655,0.131,0.516,0.165,-0.351,False,persistent,-19.652,19.652,5,24,False,raw edge only / filtered out,raw-edge watchlist only
2026,215131,2026-02-28,2026-02-28 22:30:00+00:00,feb15_plus,Creighton,Providence,-3.5,6.735,HOME,0.652,0.128,0.513,0.542,0.029,False,persistent,2.826,2.826,6,28,False,raw edge only / filtered out,raw-edge watchlist only
