season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,358986,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Rhode Island,Saint Joseph's,-2.25,2.724,HOME,0.52,-0.004,0.494,0.432,-0.062,False,none,-2.517,2.517,0,0,False,below internal threshold,below internal threshold,False,False
2026,215120,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Penn State,Iowa,9.5,-7.794,HOME,0.552,0.028,0.492,0.21,-0.282,False,none,-17.115,17.115,0,0,False,below internal threshold,below internal threshold,False,False
2026,215136,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Notre Dame,NC State,6.25,-3.458,HOME,0.589,0.065,0.501,0.362,-0.139,False,none,-7.62,7.62,0,0,False,below internal threshold,below internal threshold,False,False
2026,215139,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Georgia Tech,Florida State,6.0,0.332,HOME,0.736,0.212,0.529,0.454,-0.074,False,none,-2.745,2.745,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215132,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,UConn,Seton Hall,-13.25,12.108,AWAY,0.53,0.006,0.484,0.265,-0.22,False,none,-13.02,13.02,0,0,False,below internal threshold,below internal threshold,False,False
2026,215110,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Houston,Colorado,-19.5,16.056,AWAY,0.616,0.092,0.507,0.187,-0.319,False,none,-19.124,19.124,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215140,2026-02-28,2026-02-28 17:00:00+00:00,feb15_plus,Duke,Virginia,-10.5,9.076,AWAY,0.548,0.024,0.491,0.267,-0.224,False,persistent,-13.997,13.997,6,24,False,below internal threshold,below internal threshold,False,False
2026,358987,2026-02-28,2026-02-28 17:30:00+00:00,feb15_plus,VCU,Fordham,-12.75,14.514,HOME,0.562,0.038,0.501,0.706,0.206,True,persistent,14.278,14.278,4,27,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,215146,2026-02-28,2026-02-28 18:00:00+00:00,feb15_plus,New Haven,Le Moyne,1.75,-1.302,HOME,0.519,-0.005,0.488,0.362,-0.126,False,persistent,-7.312,7.312,7,26,False,below internal threshold,below internal threshold,False,False
2026,212020,2026-02-28,2026-02-28 18:00:00+00:00,feb15_plus,Middle Tennessee,New Mexico State,-5.5,6.86,HOME,0.563,0.039,0.501,0.548,0.047,False,persistent,3.22,3.22,6,24,False,below internal threshold,below internal threshold,False,False
