season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,215200,2026-03-05,2026-03-06 01:00:00+00:00,march_only,Iowa,Michigan,8.75,1.162,HOME,0.835,0.311,0.552,0.383,-0.169,False,persistent,-8.291,8.291,5,28,False,raw edge only / filtered out,raw-edge watchlist only
2026,215201,2026-03-05,2026-03-06 02:30:00+00:00,march_only,Cal State Bakersfield,Cal State Northridge,8.5,-1.325,HOME,0.761,0.237,0.531,0.29,-0.24,False,persistent,-11.47,11.47,5,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,359031,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Norfolk State,Howard,6.0,1.143,HOME,0.757,0.233,0.53,0.364,-0.166,False,persistent,-7.273,7.273,5,14,False,raw edge only / filtered out,raw-edge watchlist only
2026,212073,2026-03-05,2026-03-06 01:00:00+00:00,march_only,Missouri State,Western Kentucky,1.5,2.978,HOME,0.691,0.167,0.511,0.478,-0.033,False,none,-1.216,1.216,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,372203,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Navy,Bucknell,-15.5,10.833,AWAY,0.684,0.16,0.534,0.2,-0.335,False,persistent,-17.823,17.823,6,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,215205,2026-03-05,2026-03-06 01:30:00+00:00,march_only,Alabama A&M,Southern,1.25,2.875,HOME,0.673,0.15,0.508,0.44,-0.069,False,persistent,-3.097,3.097,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,359036,2026-03-05,2026-03-06 02:00:00+00:00,march_only,Memphis,South Florida,7.5,-2.044,HOME,0.673,0.149,0.517,0.25,-0.267,False,none,-14.372,14.372,1,1,False,raw edge only / filtered out,raw-edge watchlist only
2026,215199,2026-03-05,2026-03-06 01:00:00+00:00,march_only,Michigan State,Rutgers,-20.0,14.262,AWAY,0.672,0.148,0.519,0.107,-0.412,False,persistent,-27.975,27.975,5,24,False,raw edge only / filtered out,raw-edge watchlist only
2026,372214,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,UT Martin,Eastern Illinois,-8.25,3.685,AWAY,0.663,0.139,0.529,0.434,-0.094,False,persistent,-4.456,4.456,6,28,True,raw edge only / filtered out,raw-edge watchlist only
2026,359035,2026-03-05,2026-03-06 00:30:00+00:00,march_only,North Carolina Central,South Carolina State,-7.5,2.889,AWAY,0.646,0.123,0.511,0.523,0.012,False,persistent,1.905,1.905,7,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,215197,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Florida A&M,Bethune-Cookman,2.5,1.076,HOME,0.638,0.114,0.504,0.479,-0.025,False,persistent,-1.374,1.374,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,372191,2026-03-05,2026-03-06 02:30:00+00:00,conference_tournaments,Northern Iowa,Evansville,-14.5,9.999,AWAY,0.627,0.104,0.526,0.15,-0.377,False,persistent,-22.921,22.921,6,30,True,raw edge only / filtered out,raw-edge watchlist only
2026,372215,2026-03-05,2026-03-06 01:30:00+00:00,conference_tournaments,Arkansas State,Georgia Southern,-7.5,3.755,AWAY,0.622,0.098,0.522,0.365,-0.156,False,persistent,-8.7,8.7,6,30,True,raw edge only / filtered out,raw-edge watchlist only
2026,212066,2026-03-05,2026-03-06 03:00:00+00:00,march_only,Long Beach State,UC Davis,2.0,1.136,HOME,0.608,0.084,0.5,0.378,-0.122,False,persistent,-6.72,6.72,6,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,372213,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,North Dakota State,Oral Roberts,-12.5,9.541,AWAY,0.607,0.084,0.517,0.169,-0.348,False,persistent,-21.078,21.078,7,28,True,raw edge only / filtered out,raw-edge watchlist only
