season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372189,2026-03-05,2026-03-05 21:30:00+00:00,conference_tournaments,Southern Illinois,Drake,-4.5,0.567,AWAY,0.6,0.076,0.52,0.539,0.019,False,persistent,-0.036,0.036,5,25,True,below internal threshold,below internal threshold,False,False
2026,372183,2026-03-05,2026-03-05 23:00:00+00:00,conference_tournaments,Iona,Sacred Heart,-3.5,1.194,AWAY,0.585,0.061,0.512,0.419,-0.093,False,persistent,-5.062,5.062,5,28,True,below internal threshold,below internal threshold,False,False
2026,372212,2026-03-05,2026-03-05 23:00:00+00:00,conference_tournaments,Southern Miss,James Madison,2.25,-0.721,HOME,0.548,0.024,0.504,0.502,-0.002,False,none,-0.387,0.387,0,0,True,below internal threshold,below internal threshold,False,False
2026,372214,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,UT Martin,Eastern Illinois,-8.25,3.685,AWAY,0.663,0.139,0.529,0.434,-0.094,False,persistent,-4.456,4.456,6,28,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372172,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Boston University,American University,-1.5,2.531,HOME,0.536,0.013,0.513,0.44,-0.073,False,persistent,-2.869,2.869,5,29,False,below internal threshold,below internal threshold,False,False
2026,372213,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,North Dakota State,Oral Roberts,-12.5,9.541,AWAY,0.607,0.084,0.517,0.169,-0.348,False,persistent,-21.078,21.078,7,28,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372190,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Valparaiso,Indiana State,-2.0,2.232,HOME,0.506,-0.018,0.496,0.532,0.036,False,persistent,2.453,2.453,6,13,True,below internal threshold,below internal threshold,False,False
2026,372203,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Navy,Bucknell,-15.5,10.833,AWAY,0.684,0.16,0.534,0.2,-0.335,False,persistent,-17.823,17.823,6,27,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372171,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Colgate,Loyola Maryland,-6.0,8.304,HOME,0.585,0.061,0.523,0.656,0.133,True,none,11.447,11.447,1,1,False,disagreement-led support,decision-useful internal candidate,True,False
2026,372202,2026-03-05,2026-03-06 00:00:00+00:00,conference_tournaments,Lehigh,Holy Cross,-5.5,4.872,AWAY,0.52,-0.004,0.502,0.44,-0.062,False,persistent,-3.327,3.327,6,29,False,below internal threshold,below internal threshold,False,False
2026,372215,2026-03-05,2026-03-06 01:30:00+00:00,conference_tournaments,Arkansas State,Georgia Southern,-7.5,3.755,AWAY,0.622,0.098,0.522,0.365,-0.156,False,persistent,-8.7,8.7,6,30,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372184,2026-03-05,2026-03-06 01:30:00+00:00,conference_tournaments,Fairfield,Manhattan,-4.5,4.953,HOME,0.515,-0.009,0.503,0.636,0.134,True,persistent,9.518,9.518,5,23,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372185,2026-03-05,2026-03-06 02:00:00+00:00,conference_tournaments,Portland,Pepperdine,-3.5,2.612,AWAY,0.524,-0.0,0.496,0.436,-0.06,False,persistent,-3.24,3.24,5,24,True,below internal threshold,below internal threshold,False,False
2026,372191,2026-03-05,2026-03-06 02:30:00+00:00,conference_tournaments,Northern Iowa,Evansville,-14.5,9.999,AWAY,0.627,0.104,0.526,0.15,-0.377,False,persistent,-22.921,22.921,6,30,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372216,2026-03-05,2026-03-06 02:30:00+00:00,conference_tournaments,Southeast Missouri State,Lindenwood,-2.5,1.675,AWAY,0.526,0.002,0.499,0.475,-0.024,False,persistent,-1.623,1.623,4,4,True,below internal threshold,below internal threshold,False,False
2026,372173,2026-03-05,2026-03-06 02:30:00+00:00,conference_tournaments,St. Thomas-Minnesota,South Dakota State,-5.5,3.259,AWAY,0.572,0.048,0.51,0.354,-0.156,False,persistent,-9.436,9.436,6,26,True,below internal threshold,below internal threshold,False,False
2026,372186,2026-03-05,2026-03-06 04:30:00+00:00,conference_tournaments,Loyola Marymount,San Diego,-5.5,5.247,AWAY,0.506,-0.017,0.489,0.328,-0.161,False,persistent,-9.392,9.392,4,28,True,below internal threshold,below internal threshold,False,False
2026,215197,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Florida A&M,Bethune-Cookman,2.5,1.076,HOME,0.638,0.114,0.504,0.479,-0.025,False,persistent,-1.374,1.374,6,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,359031,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Norfolk State,Howard,6.0,1.143,HOME,0.757,0.233,0.53,0.364,-0.166,False,persistent,-7.273,7.273,5,14,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215198,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Texas Southern,Prairie View A&M,-1.75,4.268,HOME,0.574,0.05,0.499,0.479,-0.02,False,persistent,0.175,0.175,6,25,False,below internal threshold,below internal threshold,False,False
2026,215196,2026-03-05,2026-03-05 05:00:00+00:00,march_only,Alcorn State,Arkansas-Pine Bluff,1.5,0.091,HOME,0.55,0.027,0.487,0.414,-0.073,False,persistent,-3.527,3.527,6,28,False,below internal threshold,below internal threshold,False,False
2026,359032,2026-03-05,2026-03-05 23:00:00+00:00,march_only,Jackson State,Mississippi Valley State,-11.5,8.427,AWAY,0.607,0.083,0.5,0.281,-0.219,False,persistent,-9.939,9.939,7,29,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215203,2026-03-05,2026-03-06 00:00:00+00:00,march_only,Maryland Eastern Shore,Delaware State,-5.5,7.574,HOME,0.568,0.044,0.498,0.616,0.118,True,persistent,9.722,9.722,5,27,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,212072,2026-03-05,2026-03-06 00:00:00+00:00,march_only,Florida International,Middle Tennessee,-0.25,0.521,HOME,0.509,-0.014,0.485,0.428,-0.057,False,none,-2.553,2.553,0,0,False,below internal threshold,below internal threshold,False,False
2026,359034,2026-03-05,2026-03-06 00:00:00+00:00,march_only,East Carolina,Tulsa,8.5,-8.76,AWAY,0.508,-0.015,0.484,0.79,0.306,True,persistent,22.055,22.055,4,23,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,212077,2026-03-05,2026-03-06 00:00:00+00:00,march_only,Delaware,Sam Houston,7.25,-7.692,AWAY,0.516,-0.008,0.487,0.786,0.299,True,persistent,21.315,21.315,5,25,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,212076,2026-03-05,2026-03-06 00:00:00+00:00,march_only,Liberty,Louisiana Tech,-8.75,11.522,HOME,0.583,0.059,0.502,0.685,0.183,True,persistent,12.553,12.553,5,26,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,359033,2026-03-05,2026-03-06 00:00:00+00:00,march_only,Temple,Tulane,-4.5,4.975,HOME,0.515,-0.009,0.485,0.539,0.053,False,none,4.091,4.091,0,0,False,below internal threshold,below internal threshold,False,False
2026,359035,2026-03-05,2026-03-06 00:30:00+00:00,march_only,North Carolina Central,South Carolina State,-7.5,2.889,AWAY,0.646,0.123,0.511,0.523,0.012,False,persistent,1.905,1.905,7,27,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,212070,2026-03-05,2026-03-06 01:00:00+00:00,march_only,Tarleton State,UT Arlington,-1.5,-0.636,AWAY,0.571,0.048,0.492,0.62,0.128,True,persistent,6.868,6.868,5,18,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,215204,2026-03-05,2026-03-06 01:00:00+00:00,march_only,Morgan State,Coppin State,-5.75,9.143,HOME,0.593,0.07,0.505,0.562,0.057,False,persistent,6.721,6.721,6,26,False,below internal threshold,below internal threshold,False,False
