season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372258,2026-03-12,2026-03-12 15:00:00+00:00,conference_tournaments,Miami (OH),Massachusetts,-7.75,7.793,HOME,0.501,-0.023,0.497,0.723,0.226,True,persistent,15.244,15.244,5,27,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372310,2026-03-12,2026-03-12 15:30:00+00:00,conference_tournaments,Fordham,George Washington,5.75,-6.542,AWAY,0.526,0.002,0.506,0.664,0.159,True,persistent,10.5,10.5,4,28,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372365,2026-03-12,2026-03-12 16:00:00+00:00,conference_tournaments,Ohio State,Iowa,,-0.51,AWAY,,,0.486,0.535,0.049,False,persistent,0.708,0.708,6,31,True,below internal threshold,below internal threshold,False,False
2026,372363,2026-03-12,2026-03-12 16:00:00+00:00,conference_tournaments,Virginia,NC State,,6.248,AWAY,,,0.489,0.287,-0.202,False,persistent,-12.415,12.415,5,22,True,below internal threshold,below internal threshold,False,False
2026,372364,2026-03-12,2026-03-12 16:00:00+00:00,conference_tournaments,St. John's,Providence,,6.996,AWAY,,,0.489,0.281,-0.207,False,none,-11.789,11.789,0,0,True,below internal threshold,below internal threshold,False,False
2026,372367,2026-03-12,2026-03-12 16:30:00+00:00,conference_tournaments,Missouri,Kentucky,,-1.841,AWAY,,,0.488,0.577,0.089,False,persistent,3.434,3.434,6,31,True,below internal threshold,below internal threshold,False,False
2026,372366,2026-03-12,2026-03-12 16:30:00+00:00,conference_tournaments,Texas Tech,Iowa State,,-1.117,AWAY,,,0.488,0.642,0.154,True,persistent,7.743,7.743,6,31,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372311,2026-03-12,2026-03-12 17:30:00+00:00,conference_tournaments,Toledo,Bowling Green,-1.25,-1.381,AWAY,0.573,0.049,0.511,0.555,0.044,False,persistent,1.465,1.465,4,23,True,below internal threshold,below internal threshold,False,False
2026,372259,2026-03-12,2026-03-12 18:00:00+00:00,conference_tournaments,Texas Southern,Alabama A&M,1.5,-1.372,HOME,0.505,-0.019,0.496,0.446,-0.05,False,persistent,-2.912,2.912,5,26,True,below internal threshold,below internal threshold,False,False
2026,372368,2026-03-12,2026-03-12 18:00:00+00:00,conference_tournaments,George Mason,St. Bonaventure,,5.445,AWAY,,,0.491,0.379,-0.112,False,none,-6.262,6.262,0,0,True,below internal threshold,below internal threshold,False,False
