season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,372193,2026-03-07,2026-03-08 00:30:00+00:00,conference_tournaments,Idaho State,Northern Arizona,-4.5,7.075,HOME,0.591,0.067,0.52,0.705,0.185,True,persistent,13.367,13.367,5,26,True,disagreement-led persistent,decision-useful internal candidate
2026,372250,2026-03-07,2026-03-08 02:00:00+00:00,conference_tournaments,San Francisco,Portland,-7.25,7.804,HOME,0.518,-0.006,0.503,0.694,0.191,True,persistent,12.721,12.721,4,30,True,disagreement-led persistent,decision-useful internal candidate
2026,372182,2026-03-07,2026-03-08 01:30:00+00:00,conference_tournaments,Mercer,Western Carolina,-2.25,2.984,HOME,0.525,0.001,0.506,0.643,0.138,True,persistent,9.115,9.115,5,24,True,disagreement-led persistent,decision-useful internal candidate
2026,372194,2026-03-07,2026-03-08 03:00:00+00:00,conference_tournaments,Idaho,Sacramento State,-6.25,6.756,HOME,0.516,-0.008,0.502,0.643,0.141,True,none,10.554,10.554,0,0,True,disagreement-led support,decision-useful internal candidate
2026,372188,2026-03-07,2026-03-08 01:48:00+00:00,conference_tournaments,Siena,Mount St. Mary's,-2.75,4.284,HOME,0.547,0.023,0.51,0.622,0.112,True,persistent,7.69,7.69,5,21,True,disagreement-led persistent,decision-useful internal candidate
2026,372187,2026-03-07,2026-03-07 23:00:00+00:00,conference_tournaments,Quinnipiac,Marist,-1.5,-0.939,AWAY,0.588,0.064,0.513,0.592,0.079,True,persistent,4.025,4.025,4,21,True,disagreement-led persistent,decision-useful internal candidate
2026,372205,2026-03-07,2026-03-07 17:00:00+00:00,conference_tournaments,Stony Brook,Campbell,2.5,-3.324,AWAY,0.524,0.0,0.503,0.588,0.084,True,none,6.753,6.753,0,0,True,disagreement-led support,decision-useful internal candidate
2026,212093,2026-03-07,2026-03-07 20:30:00+00:00,march_only,Mississippi State,Georgia,5.25,-5.555,AWAY,0.509,-0.015,0.483,0.796,0.313,True,persistent,22.267,22.267,6,29,False,disagreement-led persistent,decision-useful internal candidate
2026,359041,2026-03-07,2026-03-07 19:00:00+00:00,march_only,Loyola Chicago,George Washington,9.75,-11.001,AWAY,0.54,0.016,0.491,0.762,0.271,True,persistent,19.155,19.155,4,27,False,disagreement-led persistent,decision-useful internal candidate
2026,212099,2026-03-07,2026-03-08 00:00:00+00:00,march_only,Abilene Christian,UT Arlington,-1.25,-1.159,AWAY,0.594,0.07,0.496,0.712,0.216,True,persistent,13.572,13.572,5,19,False,disagreement-led persistent,decision-useful internal candidate
2026,215228,2026-03-07,2026-03-07 17:30:00+00:00,march_only,Virginia,Virginia Tech,-11.5,11.904,HOME,0.514,-0.01,0.486,0.666,0.18,True,persistent,11.317,11.317,6,26,False,disagreement-led persistent,decision-useful internal candidate
2026,212088,2026-03-07,2026-03-08 02:00:00+00:00,march_only,UC Santa Barbara,UC San Diego,-1.75,1.36,AWAY,0.51,-0.013,0.475,0.658,0.183,True,persistent,9.549,9.549,5,28,False,disagreement-led persistent,decision-useful internal candidate
2026,212092,2026-03-07,2026-03-07 17:00:00+00:00,march_only,Missouri,Arkansas,-2.5,1.688,AWAY,0.531,0.007,0.485,0.656,0.171,True,persistent,8.802,8.802,6,29,False,disagreement-led persistent,decision-useful internal candidate
2026,215224,2026-03-07,2026-03-07 17:00:00+00:00,march_only,DePaul,Butler,-3.5,3.189,AWAY,0.51,-0.014,0.477,0.625,0.148,True,persistent,7.058,7.058,5,29,False,disagreement-led persistent,decision-useful internal candidate
2026,212100,2026-03-07,2026-03-07 20:00:00+00:00,march_only,Missouri State,Middle Tennessee,-2.5,-0.029,AWAY,0.586,0.062,0.496,0.608,0.112,True,persistent,5.517,5.517,6,26,False,disagreement-led persistent,decision-useful internal candidate
