season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,215236,2026-03-07,2026-03-08 03:00:00+00:00,march_only,Nevada,Air Force,-25.5,15.018,AWAY,0.851,0.327,0.557,0.092,-0.465,False,persistent,-28.926,28.926,6,29,False,raw edge only / filtered out,raw-edge watchlist only
2026,215234,2026-03-07,2026-03-07 23:30:00+00:00,march_only,Duke,North Carolina,-18.5,7.42,AWAY,0.819,0.295,0.562,0.197,-0.365,False,persistent,-20.934,20.934,6,29,False,raw edge only / filtered out,raw-edge watchlist only
2026,215215,2026-03-07,2026-03-08 02:00:00+00:00,march_only,USC,UCLA,5.75,1.176,HOME,0.743,0.219,0.529,0.303,-0.226,False,none,-11.216,11.216,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,215225,2026-03-07,2026-03-07 17:00:00+00:00,march_only,Villanova,Xavier,-13.25,7.003,AWAY,0.735,0.211,0.524,0.369,-0.155,False,persistent,-7.823,7.823,6,14,False,raw edge only / filtered out,raw-edge watchlist only
2026,215209,2026-03-07,2026-03-07 17:00:00+00:00,march_only,Oklahoma State,Houston,13.5,-6.251,HOME,0.726,0.202,0.531,0.214,-0.317,False,none,-17.604,17.604,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,212101,2026-03-07,2026-03-07 19:00:00+00:00,march_only,Florida International,Western Kentucky,1.25,2.951,HOME,0.712,0.188,0.509,0.544,0.035,False,none,2.961,2.961,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,215212,2026-03-07,2026-03-08 04:00:00+00:00,march_only,Colorado,Arizona,13.25,-6.514,HOME,0.685,0.161,0.526,0.14,-0.387,False,new/transient,-21.799,21.799,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,212096,2026-03-07,2026-03-07 21:00:00+00:00,march_only,Kentucky,Florida,5.5,0.648,HOME,0.683,0.16,0.522,0.344,-0.178,False,persistent,-10.148,10.148,6,29,False,raw edge only / filtered out,raw-edge watchlist only
2026,372253,2026-03-07,2026-03-08 03:30:00+00:00,conference_tournaments,St. Thomas-Minnesota,North Dakota,-11.5,6.165,AWAY,0.681,0.157,0.534,0.29,-0.245,False,none,-12.405,12.405,0,0,True,raw edge only / filtered out,raw-edge watchlist only
2026,359045,2026-03-07,2026-03-07 21:00:00+00:00,march_only,George Mason,Saint Louis,7.25,-1.626,HOME,0.674,0.151,0.518,0.427,-0.092,False,persistent,-5.393,5.393,4,28,False,raw edge only / filtered out,raw-edge watchlist only
2026,372240,2026-03-07,2026-03-07 17:00:00+00:00,conference_tournaments,High Point,UNC Asheville,-14.0,8.449,AWAY,0.671,0.147,0.535,0.232,-0.303,False,persistent,-16.243,16.243,3,3,True,raw edge only / filtered out,raw-edge watchlist only
2026,212095,2026-03-07,2026-03-07 23:00:00+00:00,march_only,LSU,Texas A&M,2.5,2.241,HOME,0.67,0.146,0.512,0.351,-0.161,False,none,-8.282,8.282,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,212094,2026-03-07,2026-03-07 18:00:00+00:00,march_only,Ole Miss,South Carolina,-7.25,3.471,AWAY,0.661,0.137,0.506,0.563,0.057,False,persistent,2.618,2.618,6,28,False,raw edge only / filtered out,raw-edge watchlist only
2026,359040,2026-03-07,2026-03-07 19:00:00+00:00,march_only,Dartmouth,Cornell,4.5,-0.291,HOME,0.658,0.134,0.509,0.399,-0.109,False,none,-5.39,5.39,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,212091,2026-03-07,2026-03-07 19:00:00+00:00,march_only,Tennessee,Vanderbilt,-2.5,6.925,HOME,0.638,0.114,0.515,0.541,0.025,False,persistent,1.964,1.964,6,29,False,raw edge only / filtered out,raw-edge watchlist only
