season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372293,2026-03-11,2026-03-11 15:30:00+00:00,conference_tournaments,La Salle,St. Bonaventure,6.75,-3.819,HOME,0.578,0.054,0.512,0.391,-0.122,False,persistent,-6.137,6.137,5,4,True,below internal threshold,below internal threshold,False,False
2026,372347,2026-03-11,2026-03-11 16:00:00+00:00,conference_tournaments,Iowa,Maryland,-11.75,10.343,AWAY,0.539,0.015,0.501,0.215,-0.286,False,none,-16.827,16.827,0,0,True,below internal threshold,below internal threshold,False,False
2026,372348,2026-03-11,2026-03-11 16:00:00+00:00,conference_tournaments,NC State,Pittsburgh,-8.5,4.492,AWAY,0.624,0.1,0.523,0.434,-0.089,False,none,-4.263,4.263,0,0,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372294,2026-03-11,2026-03-11 16:30:00+00:00,conference_tournaments,Kentucky,LSU,-8.5,6.524,AWAY,0.561,0.037,0.507,0.358,-0.149,False,none,-7.988,7.988,0,0,True,below internal threshold,below internal threshold,False,False
2026,372349,2026-03-11,2026-03-11 16:30:00+00:00,conference_tournaments,Iowa State,Arizona State,-13.25,10.961,AWAY,0.564,0.04,0.508,0.228,-0.28,False,persistent,-17.458,17.458,6,31,True,below internal threshold,below internal threshold,False,False
2026,372295,2026-03-11,2026-03-11 18:00:00+00:00,conference_tournaments,Richmond,Loyola Chicago,-4.25,4.322,HOME,0.502,-0.022,0.495,0.63,0.135,True,none,10.009,10.009,0,0,True,disagreement-led support,decision-useful internal candidate,True,False
2026,372350,2026-03-11,2026-03-11 18:00:00+00:00,conference_tournaments,Bethune-Cookman,Prairie View A&M,-5.5,5.254,AWAY,0.508,-0.016,0.494,0.5,0.006,False,persistent,-0.641,0.641,6,27,True,below internal threshold,below internal threshold,False,False
2026,372333,2026-03-11,2026-03-11 18:30:00+00:00,conference_tournaments,Washington,USC,-3.5,4.252,HOME,0.523,-0.001,0.504,0.567,0.063,False,persistent,5.083,5.083,4,1,True,below internal threshold,below internal threshold,False,False
2026,372351,2026-03-11,2026-03-11 18:45:00+00:00,conference_tournaments,Louisville,SMU,-7.0,6.409,AWAY,0.517,-0.007,0.496,0.456,-0.039,False,persistent,-3.927,3.927,6,31,True,below internal threshold,below internal threshold,False,False
2026,372297,2026-03-11,2026-03-11 19:00:00+00:00,conference_tournaments,UNLV,Wyoming,-2.75,-1.423,AWAY,0.614,0.09,0.523,0.557,0.034,False,persistent,0.954,0.954,5,27,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372352,2026-03-11,2026-03-11 19:15:00+00:00,conference_tournaments,UCF,Cincinnati,3.5,-1.076,HOME,0.571,0.047,0.51,0.595,0.085,True,persistent,3.804,3.804,5,28,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372296,2026-03-11,2026-03-11 19:15:00+00:00,conference_tournaments,Auburn,Mississippi State,-8.0,7.882,AWAY,0.503,-0.02,0.491,0.158,-0.333,False,persistent,-21.138,21.138,6,12,True,below internal threshold,below internal threshold,False,False
2026,372298,2026-03-11,2026-03-11 20:00:00+00:00,conference_tournaments,Butler,Providence,1.5,2.548,HOME,0.61,0.086,0.522,0.64,0.118,False,persistent,6.385,6.385,5,30,True,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,372353,2026-03-11,2026-03-11 21:00:00+00:00,conference_tournaments,Stephen F. Austin,McNeese,3.25,-3.374,AWAY,0.504,-0.019,0.502,0.636,0.133,True,persistent,8.214,8.214,5,29,True,disagreement-led persistent,decision-useful internal candidate,True,False
2026,372299,2026-03-11,2026-03-11 21:30:00+00:00,conference_tournaments,Nevada,Air Force,-19.25,11.2,AWAY,0.733,0.209,0.555,0.083,-0.472,False,persistent,-30.899,30.899,5,30,True,raw edge only / filtered out,raw-edge watchlist only,False,True
