season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,211843,2026-02-22,2026-02-22 17:00:00+00:00,feb15_plus,Rider,Niagara,1.75,-0.241,HOME,0.56,0.036,0.494,0.429,-0.065,False,persistent,-2.386,2.386,6,24,False,below internal threshold,below internal threshold,False,False
2026,215027,2026-02-22,2026-02-22 17:00:00+00:00,feb15_plus,Bucknell,Holy Cross,-2.5,1.452,AWAY,0.536,0.012,0.489,0.593,0.104,True,persistent,6.282,6.282,5,25,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,215028,2026-02-22,2026-02-22 17:00:00+00:00,feb15_plus,Lehigh,Boston University,1.75,-1.45,HOME,0.512,-0.012,0.486,0.447,-0.039,False,persistent,-2.494,2.494,5,22,False,below internal threshold,below internal threshold,False,False
2026,358954,2026-02-22,2026-02-22 17:00:00+00:00,feb15_plus,Memphis,UAB,-6.0,2.556,AWAY,0.595,0.071,0.504,0.703,0.199,True,persistent,12.193,12.193,5,25,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,358931,2026-02-22,2026-02-22 17:00:00+00:00,feb15_plus,Lafayette,American University,4.0,-1.155,HOME,0.596,0.072,0.502,0.311,-0.192,False,persistent,-10.056,10.056,5,26,False,below internal threshold,below internal threshold,False,False
2026,215057,2026-02-22,2026-02-22 18:00:00+00:00,feb15_plus,Michigan State,Ohio State,-10.5,9.302,AWAY,0.547,0.023,0.492,0.366,-0.126,False,persistent,-8.132,8.132,5,26,False,below internal threshold,below internal threshold,False,False
2026,215058,2026-02-22,2026-02-22 18:00:00+00:00,feb15_plus,Merrimack,Iona,-7.0,5.41,AWAY,0.56,0.036,0.494,0.476,-0.018,False,none,-1.235,1.235,0,0,False,below internal threshold,below internal threshold,False,False
2026,211844,2026-02-22,2026-02-22 18:00:00+00:00,feb15_plus,Marist,Sacred Heart,-7.5,7.151,AWAY,0.512,-0.012,0.483,0.248,-0.235,False,persistent,-14.059,14.059,6,26,False,below internal threshold,below internal threshold,False,False
2026,211841,2026-02-22,2026-02-22 18:00:00+00:00,feb15_plus,Detroit Mercy,Green Bay,-0.25,-0.519,AWAY,0.532,0.009,0.49,0.574,0.084,False,none,4.68,4.68,0,0,False,below internal threshold,below internal threshold,False,False
2026,211838,2026-02-22,2026-02-22 19:00:00+00:00,feb15_plus,Wright State,Robert Morris,-4.5,4.201,AWAY,0.511,-0.013,0.484,0.5,0.016,False,persistent,-0.282,0.282,4,8,False,below internal threshold,below internal threshold,False,False
