season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,214722,2026-02-17,2026-02-17 23:00:00+00:00,feb15_plus,Charleston Southern,Gardner-Webb,-17.5,11.735,AWAY,0.651,0.127,0.522,0.148,-0.375,False,persistent,-21.506,21.506,5,23,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,214981,2026-02-17,2026-02-17 23:00:00+00:00,feb15_plus,Florida State,Boston College,-11.5,6.506,AWAY,0.675,0.151,0.519,0.483,-0.035,False,none,-1.215,1.215,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,214975,2026-02-17,2026-02-17 23:30:00+00:00,feb15_plus,Xavier,Villanova,4.5,-0.334,HOME,0.657,0.134,0.513,0.337,-0.176,False,persistent,-9.255,9.255,5,9,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211677,2026-02-17,2026-02-17 23:30:00+00:00,feb15_plus,Eastern Michigan,Central Michigan,-4.5,10.012,HOME,0.674,0.15,0.528,0.706,0.178,False,persistent,14.217,14.217,6,10,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,211674,2026-02-17,2026-02-17 23:30:00+00:00,feb15_plus,Buffalo,Northern Illinois,-9.25,8.916,AWAY,0.514,-0.01,0.487,0.321,-0.166,False,persistent,-9.062,9.062,5,21,False,below internal threshold,below internal threshold,False,False
2026,214968,2026-02-17,2026-02-17 23:30:00+00:00,feb15_plus,Purdue,Michigan,2.5,0.402,HOME,0.6,0.077,0.503,0.401,-0.101,False,persistent,-6.377,6.377,5,25,False,below internal threshold,below internal threshold,False,False
2026,211678,2026-02-17,2026-02-18 00:00:00+00:00,feb15_plus,Ohio,Ball State,-9.75,7.158,AWAY,0.612,0.088,0.502,0.408,-0.095,False,persistent,-4.248,4.248,5,21,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358901,2026-02-17,2026-02-18 00:00:00+00:00,feb15_plus,Rhode Island,Saint Louis,9.5,-6.0,HOME,0.602,0.078,0.505,0.182,-0.323,False,persistent,-19.509,19.509,4,1,False,below internal threshold,below internal threshold,False,False
2026,214966,2026-02-17,2026-02-18 00:00:00+00:00,feb15_plus,UCF,TCU,1.5,2.066,HOME,0.609,0.085,0.506,0.572,0.066,False,persistent,3.042,3.042,5,22,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,214977,2026-02-17,2026-02-18 00:00:00+00:00,feb15_plus,NC State,North Carolina,-8.25,2.559,AWAY,0.697,0.173,0.524,0.646,0.123,False,persistent,7.755,7.755,5,24,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
