season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,211693,2026-02-18,2026-02-18 23:00:00+00:00,feb15_plus,Wofford,VMI,-12.25,11.283,AWAY,0.543,0.019,0.492,0.194,-0.298,False,persistent,-16.822,16.822,6,23,False,below internal threshold,below internal threshold,False,False
2026,214990,2026-02-18,2026-02-18 23:00:00+00:00,feb15_plus,Holy Cross,Lafayette,-1.75,0.379,AWAY,0.545,0.021,0.491,0.523,0.033,False,persistent,1.577,1.577,6,25,False,below internal threshold,below internal threshold,False,False
2026,214988,2026-02-18,2026-02-18 23:00:00+00:00,feb15_plus,Penn State,Rutgers,-4.75,5.115,HOME,0.515,-0.009,0.493,0.528,0.035,False,none,3.086,3.086,0,0,False,below internal threshold,below internal threshold,False,False
2026,211695,2026-02-18,2026-02-18 23:30:00+00:00,feb15_plus,Furman,East Tennessee State,-1.5,-0.455,AWAY,0.565,0.041,0.495,0.658,0.163,True,persistent,9.219,9.219,6,22,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,214992,2026-02-18,2026-02-18 23:30:00+00:00,feb15_plus,Georgetown,Butler,-6.5,0.869,AWAY,0.688,0.165,0.523,0.714,0.19,False,persistent,12.649,12.649,6,25,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,211691,2026-02-18,2026-02-18 23:30:00+00:00,feb15_plus,Youngstown State,Cleveland State,-11.25,8.002,AWAY,0.656,0.132,0.507,0.36,-0.147,False,persistent,-7.181,7.181,6,19,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211733,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Florida Gulf Coast,Jacksonville,-6.5,3.124,AWAY,0.611,0.087,0.506,0.537,0.031,False,none,1.991,1.991,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211698,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,North Alabama,Queens University,8.5,-2.384,HOME,0.753,0.229,0.527,0.38,-0.147,False,persistent,-6.207,6.207,7,14,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211680,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Texas A&M,Ole Miss,-9.5,10.927,HOME,0.555,0.031,0.499,0.617,0.117,True,persistent,8.074,8.074,5,18,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,211684,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Alabama,Arkansas,-4.25,6.607,HOME,0.578,0.055,0.504,0.503,-0.001,False,persistent,0.14,0.14,5,24,False,below internal threshold,below internal threshold,False,False
2026,358911,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Duquesne,La Salle,-11.25,7.818,AWAY,0.59,0.066,0.503,0.459,-0.044,False,persistent,-2.765,2.765,5,19,False,below internal threshold,below internal threshold,False,False
2026,358917,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Valparaiso,Bradley,2.5,-0.915,HOME,0.552,0.028,0.492,0.521,0.029,False,persistent,0.533,0.533,7,9,False,below internal threshold,below internal threshold,False,False
2026,358910,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Fordham,Loyola Chicago,-8.25,6.273,AWAY,0.582,0.058,0.498,0.272,-0.226,False,persistent,-11.619,11.619,4,24,False,below internal threshold,below internal threshold,False,False
2026,358912,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,George Mason,Dayton,-2.5,5.428,HOME,0.597,0.073,0.509,0.552,0.044,False,persistent,3.252,3.252,6,24,False,below internal threshold,below internal threshold,False,False
2026,358908,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Bucknell,American University,3.5,-3.164,HOME,0.512,-0.012,0.484,0.289,-0.195,False,persistent,-10.653,10.653,6,22,False,below internal threshold,below internal threshold,False,False
2026,358906,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Indiana State,Northern Iowa,5.25,-3.542,HOME,0.555,0.031,0.493,0.36,-0.133,False,none,-7.587,7.587,0,0,False,below internal threshold,below internal threshold,False,False
2026,358909,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,St. Bonaventure,Saint Joseph's,-5.5,5.144,AWAY,0.51,-0.014,0.48,0.448,-0.032,False,none,-2.422,2.422,0,0,False,below internal threshold,below internal threshold,False,False
2026,211731,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Eastern Kentucky,West Georgia,-6.75,5.743,AWAY,0.535,0.011,0.489,0.358,-0.131,False,persistent,-7.009,7.009,6,23,False,below internal threshold,below internal threshold,False,False
2026,358914,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,East Carolina,Wichita State,8.25,-6.628,HOME,0.552,0.028,0.492,0.184,-0.308,False,persistent,-18.414,18.414,5,23,False,below internal threshold,below internal threshold,False,False
2026,214996,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Loyola Maryland,Army,-4.75,0.908,AWAY,0.633,0.109,0.51,0.569,0.059,False,persistent,4.257,4.257,6,23,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358915,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Temple,UAB,-1.25,-1.157,AWAY,0.577,0.053,0.498,0.663,0.165,True,persistent,9.403,9.403,6,24,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,211681,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Tennessee,Oklahoma,-11.25,10.752,AWAY,0.517,-0.007,0.485,0.226,-0.259,False,none,-15.792,15.792,0,0,False,below internal threshold,below internal threshold,False,False
2026,214995,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Navy,Lehigh,-9.5,7.607,AWAY,0.56,0.037,0.494,0.347,-0.147,False,persistent,-7.97,7.97,6,21,False,below internal threshold,below internal threshold,False,False
2026,214976,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Wake Forest,Clemson,3.5,0.837,HOME,0.658,0.134,0.514,0.335,-0.179,False,persistent,-9.896,9.896,4,24,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,214994,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,UConn,Creighton,-15.75,9.284,AWAY,0.739,0.215,0.53,0.393,-0.136,False,persistent,-6.94,6.94,5,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211697,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Coastal Carolina,James Madison,0.25,3.398,HOME,0.639,0.115,0.509,0.491,-0.018,False,none,-0.602,0.602,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211694,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Western Carolina,UNC Greensboro,-5.5,2.112,AWAY,0.624,0.101,0.507,0.537,0.03,False,persistent,2.391,2.391,6,18,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358913,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Davidson,Richmond,-5.25,5.117,AWAY,0.504,-0.019,0.482,0.514,0.032,False,none,0.728,0.728,0,0,False,below internal threshold,below internal threshold,False,False
2026,211692,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Northern Kentucky,Purdue Fort Wayne,-5.5,4.246,AWAY,0.549,0.025,0.492,0.448,-0.044,False,persistent,-2.944,2.944,6,12,False,below internal threshold,below internal threshold,False,False
2026,211701,2026-02-18,2026-02-19 00:00:00+00:00,feb15_plus,Delaware,Western Kentucky,4.5,0.043,HOME,0.652,0.128,0.515,0.379,-0.136,False,persistent,-6.195,6.195,6,18,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211703,2026-02-18,2026-02-19 00:30:00+00:00,feb15_plus,Louisiana Tech,Jacksonville State,-2.25,0.063,AWAY,0.573,0.05,0.497,0.607,0.11,True,none,6.786,6.786,0,0,False,disagreement-led support,decision-useful internal candidate,True,False
2026,211732,2026-02-18,2026-02-19 00:30:00+00:00,feb15_plus,Bellarmine,Lipscomb,3.75,-1.868,HOME,0.57,0.046,0.496,0.24,-0.256,False,persistent,-14.791,14.791,6,23,False,below internal threshold,below internal threshold,False,False
2026,211700,2026-02-18,2026-02-19 00:30:00+00:00,feb15_plus,Sam Houston,Middle Tennessee,-3.75,3.747,AWAY,0.5,-0.024,0.479,0.406,-0.073,False,persistent,-5.512,5.512,6,21,False,below internal threshold,below internal threshold,False,False
2026,358905,2026-02-18,2026-02-19 00:30:00+00:00,feb15_plus,Drake,Southern Illinois,1.5,4.231,HOME,0.674,0.15,0.523,0.594,0.071,False,persistent,3.904,3.904,7,22,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,211696,2026-02-18,2026-02-19 00:30:00+00:00,feb15_plus,UL Monroe,Troy,17.0,-10.049,HOME,0.756,0.232,0.533,0.088,-0.445,False,persistent,-29.2,29.2,7,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211702,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Missouri State,Kennesaw State,-1.5,2.084,HOME,0.524,0.001,0.495,0.46,-0.035,False,none,-1.011,1.011,0,0,False,below internal threshold,below internal threshold,False,False
2026,211690,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,South Dakota State,North Dakota State,1.25,-1.418,AWAY,0.506,-0.018,0.488,0.589,0.101,True,persistent,6.398,6.398,4,21,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,214989,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Northwestern,Maryland,-7.5,8.61,HOME,0.544,0.02,0.498,0.643,0.146,True,persistent,9.612,9.612,6,24,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,358918,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,UTSA,Florida Atlantic,11.5,-10.1,HOME,0.548,0.024,0.492,0.072,-0.419,False,persistent,-30.874,30.874,5,23,False,below internal threshold,below internal threshold,False,False
2026,358919,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Tulsa,Charlotte,-12.5,6.53,AWAY,0.709,0.185,0.526,0.312,-0.214,False,none,-10.722,10.722,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,359076,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,South Carolina State,North Carolina Central,2.75,1.166,HOME,0.664,0.14,0.511,0.446,-0.065,False,persistent,-1.432,1.432,4,22,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358916,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Evansville,UIC,8.5,-4.685,HOME,0.6,0.076,0.506,0.202,-0.304,False,persistent,-17.713,17.713,6,25,False,below internal threshold,below internal threshold,False,False
2026,211689,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Omaha,Oral Roberts,-7.0,8.641,HOME,0.559,0.036,0.5,0.677,0.177,True,persistent,12.769,12.769,6,19,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,214991,2026-02-18,2026-02-19 01:00:00+00:00,feb15_plus,Seton Hall,DePaul,-7.25,6.263,AWAY,0.532,0.008,0.487,0.477,-0.011,False,persistent,-1.438,1.438,5,6,False,below internal threshold,below internal threshold,False,False
2026,214983,2026-02-18,2026-02-19 01:30:00+00:00,feb15_plus,West Virginia,Utah,-10.25,7.285,AWAY,0.638,0.114,0.505,0.458,-0.047,False,persistent,-2.418,2.418,5,6,False,raw edge only / filtered out,raw-edge watchlist only,False,True
