season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372150,2026-03-02,2026-03-03 00:00:00+00:00,march_only,Cleveland State,IU Indianapolis,1.75,2.956,HOME,0.644,0.121,0.511,0.511,-0.0,False,persistent,0.127,0.127,6,23,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,359016,2026-03-02,2026-03-02 21:00:00+00:00,march_only,Delaware State,South Carolina State,-3.5,-0.674,AWAY,0.672,0.148,0.509,0.542,0.033,False,persistent,4.065,4.065,6,26,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,359015,2026-03-02,2026-03-02 23:00:00+00:00,march_only,Morgan State,Norfolk State,3.75,-0.752,HOME,0.604,0.08,0.499,0.276,-0.223,False,persistent,-11.082,11.082,5,25,False,below internal threshold,below internal threshold,False,False
2026,212031,2026-03-02,2026-03-02 23:00:00+00:00,march_only,Incarnate Word,Stephen F. Austin,6.75,-5.523,HOME,0.536,0.012,0.483,0.207,-0.276,False,persistent,-16.82,16.82,6,15,False,below internal threshold,below internal threshold,False,False
2026,215161,2026-03-02,2026-03-03 00:00:00+00:00,march_only,Maryland Eastern Shore,North Carolina Central,-2.5,4.377,HOME,0.573,0.049,0.498,0.547,0.048,False,persistent,5.125,5.125,4,26,False,below internal threshold,below internal threshold,False,False
2026,215159,2026-03-02,2026-03-03 00:00:00+00:00,march_only,Howard,Coppin State,-19.25,15.097,AWAY,0.627,0.103,0.507,0.107,-0.4,False,persistent,-25.289,25.289,4,28,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215160,2026-03-02,2026-03-03 00:00:00+00:00,march_only,NC State,Duke,9.25,-2.961,HOME,0.69,0.166,0.524,0.126,-0.397,False,persistent,-26.184,26.184,5,19,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,212032,2026-03-02,2026-03-03 00:30:00+00:00,march_only,UT Rio Grande Valley,Northwestern State,-9.25,8.449,AWAY,0.522,-0.001,0.479,0.319,-0.16,False,persistent,-9.85,9.85,6,25,False,below internal threshold,below internal threshold,False,False
2026,212034,2026-03-02,2026-03-03 00:30:00+00:00,march_only,Nicholls,McNeese,9.75,-7.043,HOME,0.595,0.071,0.497,0.202,-0.295,False,persistent,-17.821,17.821,6,11,False,below internal threshold,below internal threshold,False,False
2026,212033,2026-03-02,2026-03-03 01:00:00+00:00,march_only,New Orleans,SE Louisiana,-6.75,7.016,HOME,0.508,-0.016,0.482,0.567,0.085,False,none,6.111,6.111,0,0,False,below internal threshold,below internal threshold,False,False
2026,212037,2026-03-02,2026-03-03 01:00:00+00:00,march_only,Northern Colorado,Montana,-5.5,4.239,AWAY,0.532,0.008,0.48,0.515,0.035,False,persistent,0.599,0.599,5,11,False,below internal threshold,below internal threshold,False,False
2026,212036,2026-03-02,2026-03-03 01:00:00+00:00,march_only,Northern Arizona,Montana State,5.75,-6.533,AWAY,0.533,0.009,0.492,0.742,0.25,True,persistent,17.316,17.316,5,24,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,212035,2026-03-02,2026-03-03 01:00:00+00:00,march_only,Texas A&M-Corpus Christi,East Texas A&M,-8.0,7.983,AWAY,0.501,-0.023,0.479,0.323,-0.157,False,persistent,-9.689,9.689,6,27,False,below internal threshold,below internal threshold,False,False
2026,215162,2026-03-02,2026-03-03 01:30:00+00:00,march_only,Houston Christian,Lamar,2.0,0.012,HOME,0.571,0.047,0.492,0.318,-0.174,False,persistent,-9.437,9.437,6,27,False,below internal threshold,below internal threshold,False,False
2026,212038,2026-03-02,2026-03-03 02:00:00+00:00,march_only,Eastern Washington,Idaho,-3.25,0.568,AWAY,0.601,0.077,0.498,0.519,0.022,False,none,0.847,0.847,0,0,False,below internal threshold,below internal threshold,False,False
2026,215163,2026-03-02,2026-03-03 02:00:00+00:00,march_only,Arizona,Iowa State,-7.25,5.361,AWAY,0.56,0.036,0.49,0.435,-0.055,False,persistent,-4.61,4.61,6,28,False,below internal threshold,below internal threshold,False,False
2026,212040,2026-03-02,2026-03-03 03:00:00+00:00,march_only,Sacramento State,Idaho State,1.25,-5.354,AWAY,0.65,0.126,0.514,0.716,0.202,False,persistent,14.916,14.916,5,25,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,212039,2026-03-02,2026-03-03 03:00:00+00:00,march_only,Portland State,Weber State,-4.75,4.555,AWAY,0.508,-0.016,0.482,0.509,0.027,False,none,0.106,0.106,1,1,False,below internal threshold,below internal threshold,False,False
