season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,211764,2026-02-20,2026-02-20 23:30:00+00:00,feb15_plus,Ball State,Akron,13.5,-9.382,HOME,0.652,0.129,0.512,0.118,-0.395,False,persistent,-25.394,25.394,6,22,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358928,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Saint Louis,VCU,-7.5,5.626,AWAY,0.559,0.036,0.494,0.312,-0.182,False,persistent,-11.27,11.27,6,26,False,below internal threshold,below internal threshold,False,False
2026,211752,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Brown,Princeton,-2.25,0.734,AWAY,0.542,0.018,0.488,0.538,0.05,False,none,2.57,2.57,0,0,False,below internal threshold,below internal threshold,False,False
2026,211750,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Rider,Canisius,-1.25,-1.379,AWAY,0.627,0.103,0.503,0.562,0.059,False,persistent,4.961,4.961,6,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211753,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Mount St. Mary's,Niagara,-7.5,6.245,AWAY,0.554,0.03,0.493,0.334,-0.159,False,persistent,-7.865,7.865,6,24,False,below internal threshold,below internal threshold,False,False
2026,211751,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Manhattan,Marist,5.25,-5.636,AWAY,0.515,-0.009,0.492,0.772,0.28,True,persistent,20.056,20.056,7,18,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,215010,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Fairfield,Sacred Heart,-4.75,4.826,HOME,0.503,-0.021,0.489,0.544,0.055,False,persistent,4.233,4.233,5,19,False,below internal threshold,below internal threshold,False,False
2026,211748,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Oakland,Green Bay,-6.5,6.091,AWAY,0.518,-0.006,0.488,0.343,-0.145,False,persistent,-9.007,9.007,6,25,False,below internal threshold,below internal threshold,False,False
2026,211747,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Detroit Mercy,Milwaukee,1.25,-0.531,HOME,0.523,-0.001,0.485,0.354,-0.131,False,persistent,-7.565,7.565,5,22,False,below internal threshold,below internal threshold,False,False
2026,215009,2026-02-20,2026-02-21 00:00:00+00:00,feb15_plus,Iona,Saint Peter's,-1.25,2.972,HOME,0.571,0.047,0.502,0.5,-0.002,False,persistent,1.268,1.268,5,8,False,below internal threshold,below internal threshold,False,False
2026,215008,2026-02-20,2026-02-21 01:00:00+00:00,feb15_plus,Purdue,Indiana,-12.0,8.649,AWAY,0.649,0.126,0.508,0.382,-0.125,False,persistent,-7.143,7.143,5,25,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211749,2026-02-20,2026-02-21 01:00:00+00:00,feb15_plus,Merrimack,Siena,-2.5,0.564,AWAY,0.568,0.044,0.496,0.604,0.108,True,persistent,5.693,5.693,6,17,False,disagreement-led persistent,decision-useful internal candidate,True,False
2026,211763,2026-02-20,2026-02-21 01:30:00+00:00,feb15_plus,Miami (OH),Bowling Green,-8.25,7.133,AWAY,0.533,0.009,0.487,0.337,-0.15,False,persistent,-9.386,9.386,6,19,False,below internal threshold,below internal threshold,False,False
