season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,211862,2026-02-25,2026-02-26 02:00:00+00:00,feb15_plus,Alabama,Mississippi State,-12.75,15.139,HOME,0.572,0.049,0.503,0.777,0.274,True,persistent,20.0,20.0,6,26,False,disagreement-led persistent,decision-useful internal candidate
2026,215075,2026-02-25,2026-02-26 04:00:00+00:00,feb15_plus,San Diego State,Utah State,-0.25,-1.762,AWAY,0.58,0.056,0.498,0.716,0.218,True,persistent,13.349,13.349,6,25,False,disagreement-led persistent,decision-useful internal candidate
2026,215094,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Loyola Maryland,Navy,6.75,-6.84,AWAY,0.503,-0.021,0.485,0.703,0.218,True,none,15.526,15.526,0,0,False,disagreement-led support,decision-useful internal candidate
2026,211874,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Western Carolina,Mercer,0.25,-0.298,AWAY,0.502,-0.022,0.49,0.673,0.183,True,persistent,11.959,11.959,6,22,False,disagreement-led persistent,decision-useful internal candidate
2026,211871,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Robert Morris,Detroit Mercy,-7.75,8.209,HOME,0.52,-0.004,0.494,0.655,0.161,True,persistent,11.188,11.188,5,9,False,disagreement-led persistent,decision-useful internal candidate
2026,358980,2026-02-25,2026-02-26 04:00:00+00:00,feb15_plus,Saint Mary's,Santa Clara,-5.5,6.933,HOME,0.548,0.025,0.498,0.604,0.107,True,persistent,6.736,6.736,6,26,False,disagreement-led persistent,decision-useful internal candidate
2026,358967,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Saint Joseph's,George Mason,0.25,-0.511,AWAY,0.509,-0.015,0.489,0.602,0.114,True,persistent,7.057,7.057,5,25,False,disagreement-led persistent,decision-useful internal candidate
2026,211866,2026-02-25,2026-02-26 02:00:00+00:00,feb15_plus,Arkansas,Texas A&M,-7.75,7.99,HOME,0.509,-0.015,0.49,0.585,0.095,True,persistent,5.649,5.649,5,26,False,disagreement-led persistent,decision-useful internal candidate
2026,211876,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,East Tennessee State,Wofford,-6.75,9.596,HOME,0.613,0.09,0.51,0.689,0.18,False,persistent,12.898,12.898,6,24,False,raw edge + persistent disagreement support,decision-useful internal candidate
2026,358963,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Northern Iowa,Illinois State,-4.75,0.913,AWAY,0.643,0.12,0.51,0.605,0.095,False,persistent,5.054,5.054,6,27,False,raw edge + persistent disagreement support,decision-useful internal candidate
