season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,215086,2026-02-25,2026-02-25 20:00:00+00:00,feb15_plus,Army,Bucknell,-3.5,5.046,HOME,0.561,0.038,0.501,0.559,0.058,False,persistent,5.38,5.38,6,25,False,below internal threshold,below internal threshold,False,False
2026,372147,2026-02-25,2026-02-25 23:00:00+00:00,feb15_plus,South Carolina State,Morgan State,1.5,2.249,HOME,0.662,0.139,0.51,0.49,-0.02,False,persistent,0.845,0.845,6,24,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211881,2026-02-25,2026-02-25 23:30:00+00:00,feb15_plus,IU Indianapolis,Oakland,5.5,0.692,HOME,0.693,0.17,0.527,0.274,-0.254,False,persistent,-13.195,13.195,5,27,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211875,2026-02-25,2026-02-25 23:30:00+00:00,feb15_plus,Furman,The Citadel,-15.25,12.624,AWAY,0.598,0.074,0.502,0.122,-0.38,False,persistent,-23.411,23.411,6,25,False,below internal threshold,below internal threshold,False,False
2026,215088,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Nebraska,Maryland,-17.25,13.857,AWAY,0.63,0.106,0.507,0.16,-0.347,False,none,-21.465,21.465,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,358964,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Colgate,Lafayette,-8.5,5.941,AWAY,0.592,0.068,0.501,0.324,-0.177,False,persistent,-9.325,9.325,6,27,False,below internal threshold,below internal threshold,False,False
2026,358963,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Northern Iowa,Illinois State,-4.75,0.913,AWAY,0.643,0.12,0.51,0.605,0.095,False,persistent,5.054,5.054,6,27,False,raw edge + persistent disagreement support,decision-useful internal candidate,True,True
2026,211864,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Vanderbilt,Georgia,-7.5,3.621,AWAY,0.644,0.12,0.511,0.503,-0.008,False,persistent,-1.163,1.163,5,26,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,215093,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,UConn,St. John's,-5.5,2.313,AWAY,0.586,0.062,0.502,0.554,0.053,False,persistent,1.682,1.682,5,27,False,below internal threshold,below internal threshold,False,False
2026,358969,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Charlotte,North Texas,0.25,4.107,HOME,0.656,0.132,0.514,0.561,0.047,False,none,3.288,3.288,0,0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,211871,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Robert Morris,Detroit Mercy,-7.75,8.209,HOME,0.52,-0.004,0.494,0.655,0.161,True,persistent,11.188,11.188,5,9,False,disagreement-led persistent,decision-useful internal candidate,True,False
