season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,215081,2026-02-25,2026-02-26 03:00:00+00:00,feb15_plus,California,SMU,4.25,1.803,HOME,0.707,0.183,0.527,0.391,-0.136,False,persistent,-7.139,7.139,5,23,False,raw edge only / filtered out,raw-edge watchlist only
2026,215091,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Villanova,Butler,-10.5,4.671,AWAY,0.703,0.179,0.525,0.513,-0.012,False,persistent,-1.002,1.002,6,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,211881,2026-02-25,2026-02-25 23:30:00+00:00,feb15_plus,IU Indianapolis,Oakland,5.5,0.692,HOME,0.693,0.17,0.527,0.274,-0.254,False,persistent,-13.195,13.195,5,27,False,raw edge only / filtered out,raw-edge watchlist only
2026,358976,2026-02-25,2026-02-26 02:00:00+00:00,feb15_plus,Gonzaga,Portland,-26.75,21.403,AWAY,0.67,0.146,0.521,0.084,-0.436,False,persistent,-31.001,31.001,5,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,211879,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Texas,Florida,6.5,-1.037,HOME,0.666,0.142,0.521,0.384,-0.137,False,persistent,-7.595,7.595,4,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,372147,2026-02-25,2026-02-25 23:00:00+00:00,feb15_plus,South Carolina State,Morgan State,1.5,2.249,HOME,0.662,0.139,0.51,0.49,-0.02,False,persistent,0.845,0.845,6,24,False,raw edge only / filtered out,raw-edge watchlist only
2026,211873,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Cleveland State,Northern Kentucky,8.5,-3.902,HOME,0.658,0.134,0.515,0.355,-0.161,False,persistent,-7.962,7.962,6,21,False,raw edge only / filtered out,raw-edge watchlist only
2026,358969,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Charlotte,North Texas,0.25,4.107,HOME,0.656,0.132,0.514,0.561,0.047,False,none,3.288,3.288,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211864,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Vanderbilt,Georgia,-7.5,3.621,AWAY,0.644,0.12,0.511,0.503,-0.008,False,persistent,-1.163,1.163,5,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,215078,2026-02-25,2026-02-26 01:00:00+00:00,feb15_plus,Stanford,Pittsburgh,-8.5,4.712,AWAY,0.637,0.114,0.51,0.495,-0.015,False,none,-0.678,0.678,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,358974,2026-02-25,2026-02-26 01:00:00+00:00,feb15_plus,Rice,South Florida,11.5,-7.663,HOME,0.632,0.108,0.51,0.212,-0.298,False,persistent,-16.899,16.899,5,20,False,raw edge only / filtered out,raw-edge watchlist only
2026,215088,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Nebraska,Maryland,-17.25,13.857,AWAY,0.63,0.106,0.507,0.16,-0.347,False,none,-21.465,21.465,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,215087,2026-02-25,2026-02-26 04:00:00+00:00,feb15_plus,Oregon,Wisconsin,5.75,-2.363,HOME,0.627,0.103,0.507,0.231,-0.276,False,none,-15.44,15.44,1,1,False,raw edge only / filtered out,raw-edge watchlist only
2026,211880,2026-02-25,2026-02-26 00:00:00+00:00,feb15_plus,Eastern Kentucky,Queens University,2.5,0.874,HOME,0.624,0.1,0.507,0.441,-0.066,False,persistent,-3.651,3.651,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211870,2026-02-25,2026-02-26 01:00:00+00:00,feb15_plus,Milwaukee,Youngstown State,1.25,1.973,HOME,0.621,0.097,0.506,0.501,-0.005,False,none,-0.295,0.295,0,0,False,raw edge only / filtered out,raw-edge watchlist only
