season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label
2026,211807,2026-02-21,2026-02-21 23:00:00+00:00,feb15_plus,LSU,Alabama,7.5,1.496,HOME,0.792,0.268,0.549,0.298,-0.252,False,persistent,-12.994,12.994,5,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211793,2026-02-21,2026-02-21 20:00:00+00:00,feb15_plus,UL Monroe,Arkansas State,15.25,-7.84,HOME,0.788,0.264,0.536,0.145,-0.392,False,persistent,-22.074,22.074,6,26,False,raw edge only / filtered out,raw-edge watchlist only
2026,358925,2026-02-21,2026-02-22 00:30:00+00:00,feb15_plus,Mississippi Valley State,Texas Southern,12.25,-5.059,HOME,0.779,0.256,0.535,0.116,-0.419,False,persistent,-23.336,23.336,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211816,2026-02-21,2026-02-22 00:00:00+00:00,feb15_plus,Jacksonville,Austin Peay,6.5,1.286,HOME,0.772,0.248,0.54,0.462,-0.078,False,none,-2.693,2.693,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211781,2026-02-21,2026-02-21 18:00:00+00:00,feb15_plus,VMI,Western Carolina,9.0,-1.055,HOME,0.769,0.245,0.541,0.277,-0.264,False,persistent,-11.564,11.564,6,24,False,raw edge only / filtered out,raw-edge watchlist only
2026,211822,2026-02-21,2026-02-21 20:00:00+00:00,feb15_plus,UT Arlington,Utah Valley,6.25,0.737,HOME,0.734,0.21,0.534,0.446,-0.088,False,persistent,-4.253,4.253,6,16,False,raw edge only / filtered out,raw-edge watchlist only
2026,211776,2026-02-21,2026-02-21 19:00:00+00:00,feb15_plus,Northeastern,Hofstra,7.0,-0.984,HOME,0.734,0.21,0.526,0.244,-0.283,False,persistent,-14.166,14.166,2,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211757,2026-02-21,2026-02-21 20:00:00+00:00,feb15_plus,South Dakota State,North Dakota,-8.5,3.19,AWAY,0.732,0.208,0.521,0.46,-0.061,False,none,-2.193,2.193,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,358951,2026-02-21,2026-02-22 03:00:00+00:00,feb15_plus,San Francisco,Santa Clara,6.5,0.403,HOME,0.723,0.199,0.533,0.427,-0.106,False,persistent,-5.669,5.669,6,28,False,raw edge only / filtered out,raw-edge watchlist only
2026,211806,2026-02-21,2026-02-21 17:00:00+00:00,feb15_plus,Ole Miss,Florida,13.5,-6.835,HOME,0.706,0.182,0.531,0.271,-0.26,False,persistent,-14.436,14.436,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,215048,2026-02-21,2026-02-21 20:00:00+00:00,feb15_plus,Air Force,UNLV,16.5,-8.334,HOME,0.704,0.18,0.542,0.148,-0.394,False,persistent,-22.279,22.279,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,215017,2026-02-21,2026-02-22 03:38:00+00:00,feb15_plus,BYU,Iowa State,2.5,3.075,HOME,0.701,0.178,0.523,0.342,-0.181,False,persistent,-9.816,9.816,6,25,False,raw edge only / filtered out,raw-edge watchlist only
2026,211786,2026-02-21,2026-02-21 22:00:00+00:00,feb15_plus,UC Riverside,UC Davis,2.75,2.626,HOME,0.691,0.167,0.521,0.46,-0.061,False,persistent,-2.646,2.646,6,10,False,raw edge only / filtered out,raw-edge watchlist only
2026,211823,2026-02-21,2026-02-21 22:00:00+00:00,feb15_plus,Tarleton State,Utah Tech,-1.5,5.174,HOME,0.684,0.16,0.516,0.383,-0.133,False,none,-4.724,4.724,0,0,False,raw edge only / filtered out,raw-edge watchlist only
2026,211768,2026-02-21,2026-02-21 19:00:00+00:00,feb15_plus,Mercyhurst,Long Island University,3.25,1.138,HOME,0.683,0.159,0.515,0.438,-0.077,False,persistent,-3.839,3.839,6,25,False,raw edge only / filtered out,raw-edge watchlist only
