season,gameId,game_date,startDate,slice,homeTeam,awayTeam,book_spread,predicted_spread,model_pick_side,pick_cover_prob,pick_prob_edge,raw_logit_score,filter_score,score_lift_vs_raw_logit,flagged_mainly_by_disagreement,persistence_label,he_market_edge_for_pick,abs_he_vs_market_edge,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,signal_driver,usage_label,filter_pass,raw_edge_pass
2026,372546,2026-03-17,2026-03-17 22:00:00+00:00,,George Mason,Liberty,-4.5,9.264,HOME,0.62,0.096,0.532,0.504,-0.028,False,none,0.0,0.0,0.0,0.0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372511,2026-03-17,2026-03-17 22:40:00+00:00,ncaa_tournament,UMBC,Howard,-1.5,1.961,HOME,0.515,-0.009,0.46,0.444,-0.016,False,persistent,1.13,1.13,3.0,3.0,True,below internal threshold,below internal threshold,False,False
2026,372548,2026-03-17,2026-03-17 23:00:00+00:00,,Wichita State,Wyoming,-6.5,5.929,AWAY,0.52,-0.004,0.498,0.513,0.015,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
2026,372547,2026-03-17,2026-03-17 23:00:00+00:00,,Yale,UNC Wilmington,-5.5,9.875,HOME,0.638,0.115,0.532,0.5,-0.032,False,none,0.0,0.0,0.0,0.0,False,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372549,2026-03-17,2026-03-18 00:00:00+00:00,,Oklahoma State,Davidson,-7.5,9.626,HOME,0.567,0.043,0.514,0.493,-0.021,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
2026,372550,2026-03-17,2026-03-18 01:00:00+00:00,,Tulsa,Stephen F. Austin,-7.5,7.756,HOME,0.509,-0.015,0.502,0.489,-0.013,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
2026,372510,2026-03-17,2026-03-18 01:15:00+00:00,ncaa_tournament,Texas,NC State,1.5,1.835,HOME,0.612,0.089,0.476,0.36,-0.116,False,new/transient,0.784,0.784,0.0,0.0,True,raw edge only / filtered out,raw-edge watchlist only,False,True
2026,372552,2026-03-17,2026-03-18 02:00:00+00:00,,Auburn,South Alabama,-16.5,17.39,HOME,0.532,0.008,0.507,0.491,-0.016,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
2026,372551,2026-03-17,2026-03-18 02:00:00+00:00,,Seattle U,St. Thomas-Minnesota,-2.5,3.394,HOME,0.525,0.001,0.503,0.488,-0.015,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
2026,372553,2026-03-17,2026-03-18 03:00:00+00:00,,UC Irvine,UNLV,-2.5,4.75,HOME,0.57,0.046,0.515,0.493,-0.022,False,none,0.0,0.0,0.0,0.0,False,below internal threshold,below internal threshold,False,False
